HOTELID,NAME,CITY,COUNTRY
1011,Uk England  Number Sixteen,London,UK
1012,Uk England  Odessa Wharf,London,UK
1013,Uk England  Oliver Hotel,London,UK
1014,Uk England  Oliver Plaza Hotel,London,UK
1015,Uk England  Olympic Hotel Victoria,London,UK
1016,Uk England  Olympic House Hotel,London,UK
1017,Uk England  One Aldwych,London,UK
1018,Uk England  Opulence Hotel,London,UK
1019,Uk England  Orchard Hotel,London,UK
1020,Uk England  Ormonde House Hotel,London,UK
1021,Uk England  Oxford Hotel,London,UK
1022,Uk England  Oxford House Hotel,London,UK
1023,Uk England  Pacific Hotel,London,UK
1024,Uk England  Palace Court Hotel,London,UK
1025,Uk England  Palace Hotel,London,UK
1026,Uk England  Palm Hotel,London,UK
1027,Uk England  Parkes Hotel,London,UK
1028,Uk England  Parkside Hotel,London,UK
1029,Uk England  Parkwood Hotel,London,UK
1030,Uk England  Park Grand  Paddington,London,UK
1031,Uk England  Park Hotel,London,UK
1032,Uk England  Park Inn Hyde Park,London,UK
1033,Uk England  Park Inn  Russell Square,London,UK
1034,Uk England  Park International Hotel,London,UK
1035,Uk England  Park Lane Mews Hotel,London,UK
1036,Uk England  Park Lodge Hotel,London,UK
1037,Uk England  Park Plaza County Hall,London,UK
1038,Uk England  Park Plaza Riverbank,London,UK
1039,Uk England  Park Plaza Sherlock Holmes,London,UK
1040,Uk England  Park Plaza Victoria,London,UK
1041,Uk England  Pasha Hotel,London,UK
1042,Uk England  Pavilion Hotel,London,UK
1043,Uk England  Pembridge Palace Hotel,London,UK
1044,Uk England  Pembury Hotel,London,UK
1045,Uk England  Piccolino Hotel,London,UK
1046,Uk England  Pickwick Hall,London,UK
1047,Uk England  Plaza Hotel,London,UK
1048,Uk England  Plaza On The River Club And Residence,London,UK
1049,Uk England  Portobello Gold,London,UK
1050,Uk England  Portobello Hotel,London,UK
1051,Uk England  Premier By Eurotraveller,London,UK
1052,Uk England  Premier Inn  Beckton,London,UK
1053,Uk England  Premier Inn  Buckhurst Hill,London,UK
1054,Uk England  Premier Inn  City Tower Hill,London,UK
1055,Uk England  Premier Inn  County Hall,London,UK
1056,Uk England  Premier Inn  Docklands Excel,London,UK
1057,Uk England  Premier Inn  Edgware,London,UK
1058,Uk England  Premier Inn  Euston,London,UK
1059,Uk England  Premier Inn  Hammersmith,London,UK
1060,Uk England  Premier Inn  Hampstead,London,UK
1061,Uk England  Premier Inn  Kensington,London,UK
1062,Uk England  Premier Inn  Kensington Olympia,London,UK
1063,Uk England  Premier Inn  Kew,London,UK
1064,Uk England  Premier Inn  Kings Cross St Pancras,London,UK
1065,Uk England  Premier Inn  Putney Bridge,London,UK
1066,Uk England  Premier Inn  Tower Bridge,London,UK
1067,Uk England  Premier Inn  Victoria,London,UK
1068,Uk England  Premier Inn  Wimbeldon South,London,UK
1069,Uk England  Premier West Hotel,London,UK
1070,Uk England  President Hotel,London,UK
1071,Uk England  Princes Square Hotel,London,UK
1072,Uk England  Prince William Hotel,London,UK
1073,Uk England  Quality Crown Hotel Hyde Park,London,UK
1074,Uk England  Quality Crown Hotel Kensington,London,UK
1075,Uk England  Quality Crown Hotel Paddington,London,UK
1076,Uk England  Quality Hotel Hampstead,London,UK
1077,Uk England  Quality Hotel Harrow,London,UK
1078,Uk England  Quality Hotel Wembley,London,UK
1079,Uk England  Queensway Hotel,London,UK
1080,Uk England  Queens Hotel,London,UK
1081,Uk England  Queens Hotel Crystal Palace,London,UK
1082,Uk England  Queens Park Hotel,London,UK
1083,Uk England  Queen S Hotel,London,UK
1084,Uk England  Radisson Edwardian Berkshire Hotel,London,UK
1085,Uk England  Radisson Edwardian Bloomsbury Street,London,UK
1086,Uk England  Radisson Edwardian Grafton Hotel,London,UK
1087,Uk England  Radisson Edwardian Hampshire Hotel,London,UK
1088,Uk England  Radisson Edwardian Kenilworth Hotel,London,UK
1089,Uk England  Radisson Edwardian Leicester Square Hotel,London,UK
1090,Uk England  Radisson Edwardian Mountbatten Hotel,London,UK
1091,Uk England  Radisson Edwardian New Providence Wharf,London,UK
1092,Uk England  Radisson Edwardian Sussex Hotel,London,UK
1093,Uk England  Radisson Edwardian Vanderbilt,London,UK
1094,Uk England  Radisson Sas Hotel  Stansted Airport,London,UK
1095,Uk England  Radisson Sas Portman Hotel,London,UK
1096,Uk England  Radnor Bayswater Hotel,London,UK
1097,Uk England  Raglan Hotel,London,UK
1098,Uk England  Ramada Ealing,London,UK
1099,Uk England  Ramada Encore  West,London,UK
1100,Uk England  Ramada Hotel And Suites  Docklands,London,UK
1101,Uk England  Ramada Hyde Park,London,UK
1102,Uk England  Ramada Jarvis Marylebone Hotel,London,UK
1103,Uk England  Rasool Court Hotel,London,UK
1104,Uk England  Rathbone Hotel,London,UK
1105,Uk England  Reem Hotel,London,UK
1106,Uk England  Regency Court Hotel,London,UK
1107,Uk England  Regency Hotel Nottingham Place,London,UK
1108,Uk England  Regency Hotel Queen S Gate,London,UK
1109,Uk England  Regency House,London,UK
1110,Uk England  Regent S Park Hotel,London,UK
1111,Uk England  Renaissance Chancery Court,London,UK
1112,Uk England  Rhodes Hotel,London,UK
1113,Uk England  Ridgemount Hotel,London,UK
1114,Uk England  Ridgeway Hotel Chingford,London,UK
1115,Uk England  Romanos Hotel,London,UK
1116,Uk England  Rookery Hotel,London,UK
1117,Uk England  Rosebery Hall Residence,London,UK
1118,Uk England  Rose Court Hotel,London,UK
1119,Uk England  Royal Adelphi Hotel,London,UK
1120,Uk England  Royal Court Apartments,London,UK
1121,Uk England  Royal Eagle Hotel,London,UK
1122,Uk England  Royal Garden Hotel,London,UK
1123,Uk England  Royal Guest House 2,London,UK
1124,Uk England  Royal Horseguards,London,UK
1125,Uk England  Royal Hyde Park,London,UK
1126,Uk England  Royal National Hotel,London,UK
1127,Uk England  Royal Norfolk Hotel,London,UK
1128,Uk England  Royal Over Seas League,London,UK
1129,Uk England  Royal Park Hotel,London,UK
1130,Uk England  Rubens At The Palace,London,UK
1131,Uk England  Rubens Hotel,London,UK
1132,Uk England  Ruskin,London,UK
1133,Uk England  Russell Hotel,London,UK
1134,Uk England  Rydges Kensington Plaza Hotel,London,UK
1135,Uk England  Saint Georges Hotel,London,UK
1136,Uk England  Saint Simeon,London,UK
1137,Uk England  Sanctum Soho Hotel,London,UK
1138,Uk England  Sanderson Hotel,London,UK
1139,Uk England  Sara Hotel,London,UK
1140,Uk England  Scala House,London,UK
1141,Uk England  Searcy S Roof Garden Rooms,London,UK
1142,Uk England  Seven Dials Hotel,London,UK
1143,Uk England  Seymour Hotel,London,UK
1144,Uk England  Shaftesbury Hyde Park International,London,UK
1145,Uk England  Shaftesbury Metropolis  Hyde Park,London,UK
1146,Uk England  Shaftesbury Metropolitan Hotel,London,UK
1147,Uk England  Shaftesbury Premier Hotel  Paddington,London,UK
1148,Uk England  Shaftesbury Premier Hyde Park Paddington,London,UK
1149,Uk England  Shaftesbury Premier  Notting Hill,London,UK
1150,Uk England  Shakespeare Hotel,London,UK
1151,Uk England  Sheraton Belgravia Hotel,London,UK
1152,Uk England  Sheraton Park Tower,London,UK
1153,Uk England  Sidney Hotel,London,UK
1154,Uk England  Sir Alfred Hitchcock Hotel,London,UK
1155,Uk England  Sleeping Beauty Motel,London,UK
1156,Uk England  Sloane Square Hotel,London,UK
1157,Uk England  Sofitel St James,London,UK
1158,Uk England  Somerset Hotel,London,UK
1159,Uk England  Somerset Kensington Gardens,London,UK
1160,Uk England  Southwark Rose Hotel,London,UK
1161,Uk England  So Quartier Nw6,London,UK
1162,Uk England  Space Apart Hotel,London,UK
1163,Uk England  Springfield Hotel,London,UK
1164,Uk England  Spring Park Hotel,London,UK
1165,Uk England  Stanley House,London,UK
1166,Uk England  Star Hotel,London,UK
1167,Uk England  Staunton Hotel,London,UK
1168,Uk England  Stonebridge Park Hotel,London,UK
1169,Uk England  Strand Palace Hotel,London,UK
1170,Uk England  Stylotel,London,UK
1171,Uk England  St David S Hotels,London,UK
1172,Uk England  St George Hotel,London,UK
1173,Uk England  St George S Hotel,London,UK
1174,Uk England  St Giles Hotel,London,UK
1175,Uk England  St James S Hotel And Club,London,UK
1176,Uk England  St Mark Hotel,London,UK
1177,Uk England  St Martins Lane Hotel,London,UK
1178,Uk England  St Peters Hotel,London,UK
1179,Uk England  Sunborn Yacht Hotel,London,UK
1180,Uk England  Swinton Hotel,London,UK
1181,Uk England  Swissotel The Howard,London,UK
1182,Uk England  Sydney House,London,UK
1183,Uk England  Tavistock Hotel,London,UK
1184,Uk England  Thanet Hotel,London,UK
1185,Uk England  The Academy,London,UK
1186,Uk England  The Ascot Hotel,London,UK
1187,Uk England  The Balmoral House Hotel,London,UK
1188,Uk England  The Barn Hotel,London,UK
1189,Uk England  The Beauchamp,London,UK
1190,Uk England  The Beaufort,London,UK
1191,Uk England  The Belgrove Hotel,London,UK
1192,Uk England  The Belvedere,London,UK
1193,Uk England  The Bentley Hotel  The Waldorf Astoria Collection,London,UK
1194,Uk England  The Berkeley,London,UK
1195,Uk England  The Bermondsey Square Hotel,London,UK
1196,Uk England  The Bloomsbury Hotel,London,UK
1197,Uk England  The Bridge Hotel,London,UK
1198,Uk England  The Caesar,London,UK
1199,Uk England  The Capital Hotel,London,UK
1200,Uk England  The Cavendish,London,UK
1201,Uk England  The Chesterfield Mayfair Hotel,London,UK
1202,Uk England  The Clarendon Hotel,London,UK
1203,Uk England  The Colonnade,London,UK
1204,Uk England  The Columbia,London,UK
1205,Uk England  The Columbus Hotel,London,UK
1206,Uk England  The Connaught,London,UK
1207,Uk England  The Continental Hotel,London,UK
1208,Uk England  The Courthouse Doubletree By Hilton,London,UK
1209,Uk England  The Crescent Hotel,London,UK
1210,Uk England  The Cumberland,London,UK
1211,Uk England  The Darlington Hyde Park,London,UK
1212,Uk England  The Dorchester,London,UK
1213,Uk England  The Dover Hotel,London,UK
1214,Uk England  The Euro Hotel,London,UK
1215,Uk England  The Fielding Hotel,London,UK
1216,Uk England  The Fox Goose Hotel,London,UK
1217,Uk England  The Gainsborough Hotel,London,UK
1218,Uk England  The Gallery Hotel,London,UK
1219,Uk England  The Gate,London,UK
1220,Uk England  The Gateway Hotel,London,UK
1221,Uk England  The Gore Hotel,London,UK
1222,Uk England  The Goring,London,UK
1223,Uk England  The Grand At Trafalgar Square,London,UK
1224,Uk England  The Grosvenor,London,UK
1225,Uk England  The Halkin,London,UK
1226,Uk England  The Harrison Gastro Pub And Hotel,London,UK
1227,Uk England  The Hempel,London,UK
1228,Uk England  The House Hotel,London,UK
1229,Uk England  The Hyde Park Hotel,London,UK
1230,Uk England  The Hyde Park Towers Hotel,London,UK
1231,Uk England  The Inn At Kew Gardens Kew Gardens Hotel,London,UK
1232,Uk England  The Ivy House Hotel,London,UK
1233,Uk England  The Kensington Hotel,London,UK
1234,Uk England  The Kingsley By Thistle,London,UK
1235,Uk England  The Lancaster,London,UK
1236,Uk England  The Landmark,London,UK
1237,Uk England  The Lanesborough A St Regis Hotel,London,UK
1238,Uk England  The Langham,London,UK
1239,Uk England  The Lennox Hotel,London,UK
1240,Uk England  The Leonard Hotel,London,UK
1241,Uk England  The Levin,London,UK
1242,Uk England  The Lonsdale Hotel,London,UK
1243,Uk England  The Mansions Apartments,London,UK
1244,Uk England  The Maranton House Hotel,London,UK
1245,Uk England  The Marylebone Hotel,London,UK
1246,Uk England  The May Fair,London,UK
1247,Uk England  The Metropolitan,London,UK
1248,Uk England  The Milestone Hotel,London,UK
1249,Uk England  The Montague On The Gardens,London,UK
1250,Uk England  The Montcalm,London,UK
1251,Uk England  The New Dome Hotel,London,UK
1252,Uk England  The Norfolk Towers Hotel,London,UK
1253,Uk England  The Old Bell,London,UK
1254,Uk England  The Omega Hotel,London,UK
1255,Uk England  The Oxford Hotel,London,UK
1256,Uk England  The Paddington Hotel,London,UK
1257,Uk England  The Parkcity,London,UK
1258,Uk England  The Park Lane Sheraton Hotel,London,UK
1259,Uk England  The Pelham Hotel,London,UK
1260,Uk England  The Penn Club,London,UK
1261,Uk England  The Portland Hotel,London,UK
1262,Uk England  The Quality Maitrise Hotel,London,UK
1263,Uk England  The Red Lion Hotel,London,UK
1264,Uk England  The Rembrandt,London,UK
1265,Uk England  The Ritz,London,UK
1266,Uk England  The Rockwell,London,UK
1267,Uk England  The Royal Cambridge Hotel,London,UK
1268,Uk England  The Royal Trafalgar By Thistle,London,UK
1269,Uk England  The Sanctuary House Hotel,London,UK
1270,Uk England  The Savoy,London,UK
1271,Uk England  The Shaftesbury Kensington,London,UK
1272,Uk England  The Soho Hotel,London,UK
1273,Uk England  The Stafford Hotel,London,UK
1274,Uk England  The Sumner Hotel,London,UK
1275,Uk England  The Tophams Hotel Belgravia,London,UK
1276,Uk England  The Tower,London,UK
1277,Uk England  The Trafalgar Hotel,London,UK
1278,Uk England  The Ventures Hotel,London,UK
1279,Uk England  The Vicarage Hotel,London,UK
1280,Uk England  The Waldorf Hilton,London,UK
1281,Uk England  The York Albany,London,UK
1282,Uk England  The Zetter,London,UK
1283,Uk England  Think Earl S Court,London,UK
1284,Uk England  Thistle Bloomsbury Park,London,UK
1285,Uk England  Thistle City Barbican,London,UK
1286,Uk England  Thistle Euston,London,UK
1287,Uk England  Thistle Hyde Park,London,UK
1288,Uk England  Thistle Kensington Gardens,London,UK
1289,Uk England  Thistle Marble Arch,London,UK
1290,Uk England  Thistle Piccadilly,London,UK
1291,Uk England  Thistle Selfridge,London,UK
1292,Uk England  Thistle Westminster,London,UK
1293,Uk England  Threadneedles Hotel,London,UK
1294,Uk England  Top Hotel Kensington Gardens,London,UK
1295,Uk England  Travelodge Chessington Tolworth,London,UK
1296,Uk England  Travelodge City Road,London,UK
1297,Uk England  Travelodge High Holborn,London,UK
1298,Uk England  Travelodge  Aldgate East Hotel,London,UK
1299,Uk England  Travelodge  Barking,London,UK
1300,Uk England  Travelodge  Battersea,London,UK
1301,Uk England  Travelodge  City Airport Hotel,London,UK
1302,Uk England  Travelodge  Covent Garden,London,UK
1303,Uk England  Travelodge  Docklands,London,UK
1304,Uk England  Travelodge  Euston,London,UK
1305,Uk England  Travelodge  Farringdon,London,UK
1306,Uk England  Travelodge  Fulham,London,UK
1307,Uk England  Travelodge  Kew Bridge,London,UK
1308,Uk England  Travelodge  Kings Cross,London,UK
1309,Uk England  Travelodge  Kings Cross Royal Scot,London,UK
1310,Uk England  Travelodge  Liverpool Street,London,UK
1311,Uk England  Travelodge  Marylebone,London,UK
1312,Uk England  Travelodge  Park Royal,London,UK
1313,Uk England  Travelodge  Southwark,London,UK
1314,Uk England  Travelodge  Tower Bridge,London,UK
1315,Uk England  Travelodge  Wimbledon,London,UK
1316,Uk England  Travelodge Wembley,London,UK
1317,Uk England  Trebovir,London,UK
1318,Uk England  Tria,London,UK
1319,Uk England  Troy Hotel,London,UK
1320,Uk England  Tudor Court Hotel,London,UK
1321,Uk England  Twenty Nevern Square,London,UK
1322,Uk England  Umi,London,UK
1323,Uk England  Vancouver Studios,London,UK
1324,Uk England  Vandon House Hotel,London,UK
1325,Uk England  Vegas Hotel,London,UK
1326,Uk England  Victoria Inn,London,UK
1327,Uk England  Victoria Station Hotel,London,UK
1328,Uk England  Victor Hotel,London,UK
1329,Uk England  Viking Hotel,London,UK
1330,Uk England  Wardonia Hotel,London,UK
1331,Uk England  Warwick Hotel,London,UK
1332,Uk England  Warwick House,London,UK
1333,Uk England  Washington Mayfair Hotel,London,UK
1334,Uk England  Waverley House Hotel,London,UK
1335,Uk England  Wedgewood Hotel,London,UK
1336,Uk England  Wellington,London,UK
1337,Uk England  Westbury Kensington,London,UK
1338,Uk England  Westbury Mayfair,London,UK
1339,Uk England  Westland Hotel,London,UK
1340,Uk England  Westminster House Hotel,London,UK
1341,Uk England  Westpoint Hotel,London,UK
1342,Uk England  West Cromwell Hotel,London,UK
1343,Uk England  West Ham United Hotel,London,UK
1344,Uk England  Whiteleaf Hotel,London,UK
1345,Uk England  White House Hotel,London,UK
1346,Uk England  White Lodge Hotel,London,UK
1347,Uk England  Willett Hotel,London,UK
1348,Uk England  Winchester Hotel,London,UK
1349,Uk England  Windermere Hotel,London,UK
1350,Uk England  Windmill On The Common,London,UK
1351,Uk England  Windsor House Hotel,London,UK
1352,Uk England  Woogo Bayswater Apartments,London,UK
1353,Uk England  Wyndham Grand  Chelsea Harbour,London,UK
1354,Uk England  Wyndham Hotel,London,UK
1355,Uk England  York Hotel,London,UK
1356,Uk England  York House Hotel,London,UK
1357,Can  Aloft  Airport,Montreal,Canada
1358,Can  Auberge Bonaparte,Montreal,Canada
1359,Can  Auberge Du Vieux Port,Montreal,Canada
1360,Can  Auberge Le Pomerol,Montreal,Canada
1361,Can  Auberge Ywca Hotel,Montreal,Canada
1362,Can  Best Western Europa Downtown,Montreal,Canada
1363,Can  Best Western Ville Marie Hotel Suite,Montreal,Canada
1364,Can  Candlewood Suites  Centre Ville,Montreal,Canada
1365,Can  Chateau De L Argoat,Montreal,Canada
1366,Can  Chateau Versailles,Montreal,Canada
1367,Can  Clarion Hotel Suites Downtown,Montreal,Canada
1368,Can  Comfort Hotel Suites Downtown,Montreal,Canada
1369,Can  Comfort Inn South,Montreal,Canada
1370,Can  Courtyard By Marriott  Airport,Montreal,Canada
1371,Can  Courtyard  Downtown,Montreal,Canada
1372,Can  Crowne Plaza Hotel  Airport,Montreal,Canada
1373,Can  Days Hotel And Conference Center  Metro,Montreal,Canada
1374,Can  Days Inn  Downtown,Montreal,Canada
1375,Can  Delta Centre Ville,Montreal,Canada
1376,Can  Delta  Hotel,Montreal,Canada
1377,Can  Econo Lodge Downtown,Montreal,Canada
1378,Can  Embassy Suites,Montreal,Canada
1379,Can  Fairfield Inn Suites  Airport,Montreal,Canada
1380,Can  Fairmont The Queen Elizabeth,Montreal,Canada
1381,Can  Gouverneur Hotel Place Dupuis,Montreal,Canada
1382,Can  Grand Plaza  Centre Ville,Montreal,Canada
1383,Can  Hilton Garden Inn  Centre Ville,Montreal,Canada
1384,Can  Hilton  Bonaventure,Montreal,Canada
1385,Can  Holiday Inn Express Hotel Suites  Airport,Montreal,Canada
1386,Can  Holiday Inn Express  Centre Ville,Montreal,Canada
1387,Can  Holiday Inn  Airport,Montreal,Canada
1388,Can  Holiday Inn  Midtown,Montreal,Canada
1389,Can  Holiday Inn Select  Centre Ville,Montreal,Canada
1390,Can  Hotel 7 Saisons,Montreal,Canada
1391,Can  Hotel A2K,Montreal,Canada
1392,Can  Hotel Auberge Universel,Montreal,Canada
1393,Can  Hotel Casa Bella,Montreal,Canada
1394,Can  Hotel Champ De Mars,Montreal,Canada
1395,Can  Hotel Dauphin  Downtown,Montreal,Canada
1396,Can  Hotel De La Couronne,Montreal,Canada
1397,Can  Hotel De La Montagne,Montreal,Canada
1398,Can  Hotel De L Elysee,Montreal,Canada
1399,Can  Hotel De L Institut,Montreal,Canada
1400,Can  Hotel De Paris,Montreal,Canada
1401,Can  Hotel Dorion,Montreal,Canada
1402,Can  Hotel Du Fort,Montreal,Canada
1403,Can  Hotel Du Manoir Saint Denis,Montreal,Canada
1404,Can  Hotel Du Nouveau Forum,Montreal,Canada
1405,Can  Hotel Elegant,Montreal,Canada
1406,Can  Hotel Eureka,Montreal,Canada
1407,Can  Hotel Europeenne,Montreal,Canada
1408,Can  Hotel Gault,Montreal,Canada
1409,Can  Hotel Kutuma,Montreal,Canada
1410,Can  Hotel Les Suites Labelle,Montreal,Canada
1411,Can  Hotel Le Bourbon,Montreal,Canada
1412,Can  Hotel Le Breton,Montreal,Canada
1413,Can  Hotel Le Crystal,Montreal,Canada
1414,Can  Hotel Le Prestige,Montreal,Canada
1415,Can  Hotel Le Rivage,Montreal,Canada
1416,Can  Hotel Le Saint Andre,Montreal,Canada
1417,Can  Hotel Le St James,Montreal,Canada
1418,Can  Hotel L Abri Du Voyageur,Montreal,Canada
1419,Can  Hotel Manoir Des Alpes,Montreal,Canada
1420,Can  Hotel Maritime Plaza,Montreal,Canada
1421,Can  Hotel  Centrale,Montreal,Canada
1422,Can  Hotel Nelligan,Montreal,Canada
1423,Can  Hotel Omni Mont Royal,Montreal,Canada
1424,Can  Hotel Park Avenue,Montreal,Canada
1425,Can  Hotel Plateau Royale,Montreal,Canada
1426,Can  Hotel Ruby Foo S,Montreal,Canada
1427,Can  Hotel St Denis,Montreal,Canada
1428,Can  Hotel St Paul,Montreal,Canada
1429,Can  Hotel Terrasse Royale,Montreal,Canada
1430,Can  Hotel Viger,Montreal,Canada
1431,Can  Hotel Villa,Montreal,Canada
1432,Can  Hotel Xixe Siecle,Montreal,Canada
1433,Can  Hyatt Regency,Montreal,Canada
1434,Can  Intercontinental,Montreal,Canada
1435,Can  Knights Inn  West,Montreal,Canada
1436,Can  La Presidence Deluxe Apartments,Montreal,Canada
1437,Can  La Residence Du Voyageur,Montreal,Canada
1438,Can  La Tour Belvedere,Montreal,Canada
1439,Can  La Tour Centre Ville,Montreal,Canada
1440,Can  Les Studios Hotel,Montreal,Canada
1441,Can  Le 1 Rene Levesque,Montreal,Canada
1442,Can  Le Cantlie Suites Hotel,Montreal,Canada
1443,Can  Le Germain Hotel,Montreal,Canada
1444,Can  Le Meridien Versailles,Montreal,Canada
1445,Can  Le Montfort,Montreal,Canada
1446,Can  Le Nouvel Hotel,Montreal,Canada
1447,Can  Le Petit Hotel,Montreal,Canada
1448,Can  Le Place D Armes Hotel Suites,Montreal,Canada
1449,Can  Le Relais Lyonnais,Montreal,Canada
1450,Can  Le Roberval,Montreal,Canada
1451,Can  Le Saint Malo,Montreal,Canada
1452,Can  Le Saint Sulpice,Montreal,Canada
1453,Can  Le Square Phillips Hotel Suites,Montreal,Canada
1454,Can  Le Westin,Montreal,Canada
1455,Can  Loews Hotel Vogue,Montreal,Canada
1456,Can  Lord Berri,Montreal,Canada
1457,Can  L Appartement Hotel,Montreal,Canada
1458,Can  Manoir Ambrose,Montreal,Canada
1459,Can  Marriott Chateau Champlain,Montreal,Canada
1460,Can  Marriott Residence Inn  Airport,Montreal,Canada
1461,Can  Mcgill New Residence Hall,Montreal,Canada
1462,Can  Novotel  Center,Montreal,Canada
1463,Can  Opus Hotel,Montreal,Canada
1464,Can  Parc Suites Hotel,Montreal,Canada
1465,Can  Quality Hotel Downtown,Montreal,Canada
1466,Can  Quality Hotel Midtown,Montreal,Canada
1467,Can  Quality Inn Downtown,Montreal,Canada
1468,Can  Quartier Latin Hotel,Montreal,Canada
1469,Can  Red Carpet Inn Parc Olympique,Montreal,Canada
1470,Can  Residence Inn By Marriott  Downtown,Montreal,Canada
1471,Can  Residence Inn  Westmount,Montreal,Canada
1472,Can  Ritz Carlton,Montreal,Canada
1473,Can  Royal Versailles Hotel,Montreal,Canada
1474,Can  Sandman Hotel  Longueuil,Montreal,Canada
1475,Can  Sheraton Le Centre  Hotel,Montreal,Canada
1476,Can  Sofitel,Montreal,Canada
1477,Can  Springhill Suites Old,Montreal,Canada
1478,Can  Terrace St Denis,Montreal,Canada
1479,Can  Travelodge  Centre,Montreal,Canada
1480,Can  W,Montreal,Canada
1481,Can Quebec  Aloft  Airport,Montreal,Canada
1482,Can Quebec  Auberge Bonaparte,Montreal,Canada
1483,Can Quebec  Auberge Du Vieux Port,Montreal,Canada
1484,Can Quebec  Auberge Le Pomerol,Montreal,Canada
1485,Can Quebec  Auberge Ywca Hotel,Montreal,Canada
1486,Can Quebec  Best Western Europa Downtown,Montreal,Canada
1487,Can Quebec  Best Western Ville Marie Hotel Suite,Montreal,Canada
1488,Can Quebec  Candlewood Suites  Centre Ville,Montreal,Canada
1489,Can Quebec  Chateau De L Argoat,Montreal,Canada
1490,Can Quebec  Chateau Versailles,Montreal,Canada
1491,Can Quebec  Clarion Hotel Suites Downtown,Montreal,Canada
1492,Can Quebec  Comfort Hotel Suites Downtown,Montreal,Canada
1493,Can Quebec  Comfort Inn South,Montreal,Canada
1494,Can Quebec  Courtyard By Marriott  Airport,Montreal,Canada
1495,Can Quebec  Courtyard  Downtown,Montreal,Canada
1496,Can Quebec  Crowne Plaza Hotel  Airport,Montreal,Canada
1497,Can Quebec  Days Hotel And Conference Center  Metro,Montreal,Canada
1498,Can Quebec  Days Inn  Downtown,Montreal,Canada
1499,Can Quebec  Delta Centre Ville,Montreal,Canada
1500,Can Quebec  Delta  Hotel,Montreal,Canada
1501,Can Quebec  Econo Lodge Downtown,Montreal,Canada
1502,Can Quebec  Embassy Suites,Montreal,Canada
1503,Can Quebec  Fairfield Inn Suites  Airport,Montreal,Canada
1504,Can Quebec  Fairmont The Queen Elizabeth,Montreal,Canada
1505,Can Quebec  Gouverneur Hotel Place Dupuis,Montreal,Canada
1506,Can Quebec  Grand Plaza  Centre Ville,Montreal,Canada
1507,Can Quebec  Hilton Garden Inn  Centre Ville,Montreal,Canada
1508,Can Quebec  Hilton  Bonaventure,Montreal,Canada
1509,Can Quebec  Holiday Inn Express Hotel Suites  Airport,Montreal,Canada
1510,Can Quebec  Holiday Inn Express  Centre Ville,Montreal,Canada
1511,Can Quebec  Holiday Inn  Airport,Montreal,Canada
1512,Can Quebec  Holiday Inn  Midtown,Montreal,Canada
1513,Can Quebec  Holiday Inn Select  Centre Ville,Montreal,Canada
1514,Can Quebec  Hotel 7 Saisons,Montreal,Canada
1515,Can Quebec  Hotel A2K,Montreal,Canada
1516,Can Quebec  Hotel Auberge Universel,Montreal,Canada
1517,Can Quebec  Hotel Casa Bella,Montreal,Canada
1518,Can Quebec  Hotel Champ De Mars,Montreal,Canada
1519,Can Quebec  Hotel Dauphin  Downtown,Montreal,Canada
1520,Can Quebec  Hotel De La Couronne,Montreal,Canada
1521,Can Quebec  Hotel De La Montagne,Montreal,Canada
1522,Can Quebec  Hotel De L Elysee,Montreal,Canada
1523,Can Quebec  Hotel De L Institut,Montreal,Canada
1524,Can Quebec  Hotel De Paris,Montreal,Canada
1525,Can Quebec  Hotel Dorion,Montreal,Canada
1526,Can Quebec  Hotel Du Fort,Montreal,Canada
1527,Can Quebec  Hotel Du Manoir Saint Denis,Montreal,Canada
1528,Can Quebec  Hotel Du Nouveau Forum,Montreal,Canada
1529,Can Quebec  Hotel Elegant,Montreal,Canada
1530,Can Quebec  Hotel Eureka,Montreal,Canada
1531,Can Quebec  Hotel Europeenne,Montreal,Canada
1532,Can Quebec  Hotel Gault,Montreal,Canada
1533,Can Quebec  Hotel Kutuma,Montreal,Canada
1534,Can Quebec  Hotel Les Suites Labelle,Montreal,Canada
1535,Can Quebec  Hotel Le Bourbon,Montreal,Canada
1536,Can Quebec  Hotel Le Breton,Montreal,Canada
1537,Can Quebec  Hotel Le Crystal,Montreal,Canada
1538,Can Quebec  Hotel Le Prestige,Montreal,Canada
1539,Can Quebec  Hotel Le Rivage,Montreal,Canada
1540,Can Quebec  Hotel Le Saint Andre,Montreal,Canada
1541,Can Quebec  Hotel Le St James,Montreal,Canada
1542,Can Quebec  Hotel L Abri Du Voyageur,Montreal,Canada
1543,Can Quebec  Hotel Manoir Des Alpes,Montreal,Canada
1544,Can Quebec  Hotel Maritime Plaza,Montreal,Canada
1545,Can Quebec  Hotel  Centrale,Montreal,Canada
1546,Can Quebec  Hotel Nelligan,Montreal,Canada
1547,Can Quebec  Hotel Omni Mont Royal,Montreal,Canada
1548,Can Quebec  Hotel Park Avenue,Montreal,Canada
1549,Can Quebec  Hotel Plateau Royale,Montreal,Canada
1550,Can Quebec  Hotel Ruby Foo S,Montreal,Canada
1551,Can Quebec  Hotel St Denis,Montreal,Canada
1552,Can Quebec  Hotel St Paul,Montreal,Canada
1553,Can Quebec  Hotel Terrasse Royale,Montreal,Canada
1554,Can Quebec  Hotel Viger,Montreal,Canada
1555,Can Quebec  Hotel Villa,Montreal,Canada
