REVIEWID,HOTELID,SERVICE,PRICE,ROOM,LOCATION,OVERALL
299,1040,5,4,5,5,4
300,1040,4,4,5,4,4
301,1040,5,5,5,5,5
302,1040,5,5,5,5,5
303,1040,4,5,5,5,4
304,1040,4,4,5,5,4
305,1040,4,4,5,5,4
306,1040,5,5,5,5,5
307,1040,5,5,5,5,5
308,1040,5,5,5,5,5
309,1040,5,5,5,5,5
310,1040,5,4,5,4,4
311,1040,5,5,5,5,5
312,1040,5,5,5,5,5
313,1040,5,5,5,5,5
314,1040,4,3,5,5,4
315,1040,3,4,4,4,4
316,1040,5,5,5,5,5
317,1040,5,5,5,5,5
318,1040,5,5,5,5,5
319,1040,5,5,5,5,5
320,1040,5,5,5,5,5
321,1040,5,4,5,5,4
322,1040,4,5,5,5,4
323,1040,5,5,5,5,5
324,1040,5,5,5,5,5
325,1040,4,4,4,5,4
326,1040,5,5,5,5,5
327,1040,5,5,5,5,5
328,1040,5,5,5,5,5
329,1040,4,4,5,5,4
330,1040,5,5,5,5,5
331,1040,5,5,5,5,5
332,1040,5,5,5,5,4
333,1040,4,5,5,5,5
334,1040,5,5,5,5,5
335,1040,5,5,5,5,5
336,1040,5,5,5,5,5
337,1040,5,5,5,4,4
338,1040,5,4,4,5,4
339,1040,5,5,5,5,5
340,1040,5,5,5,5,5
341,1040,5,4,5,5,4
342,1040,5,5,5,5,5
343,1040,5,5,5,5,5
344,1040,3,4,4,5,4
345,1040,5,3,5,5,4
346,1040,4,5,5,4,4
347,1040,5,4,4,4,4
348,1040,4,4,5,4,4
349,1040,5,5,5,4,4
350,1040,5,5,5,5,4
351,1040,5,5,5,5,5
352,1040,5,5,5,5,5
353,1040,5,5,5,5,5
354,1040,5,4,4,4,4
355,1040,4,5,5,4,4
356,1040,4,3,4,4,4
357,1040,5,5,5,5,5
358,1040,5,5,5,5,5
359,1040,5,4,4,4,4
360,1040,5,5,5,5,5
361,1040,5,5,5,5,5
362,1040,5,5,5,5,5
363,1040,5,4,5,5,4
364,1040,5,5,5,5,5
365,1040,4,4,4,4,4
366,1040,5,5,5,4,5
367,1040,5,5,4,4,4
368,1040,4,4,4,5,3
369,1040,5,5,5,5,5
370,1040,5,5,5,5,5
371,1040,5,4,5,5,5
372,1040,5,5,5,5,5
373,1040,5,4,5,5,4
374,1040,5,5,4,5,5
375,1040,5,4,5,5,5
376,1040,5,2,3,3,3
377,1040,4,4,4,5,4
378,1040,5,5,5,5,5
379,1040,5,5,5,5,5
380,1040,4,4,4,5,4
381,1040,5,5,4,4,4
382,1040,4,1,2,3,2
383,1040,4,4,4,4,4
384,1040,5,5,5,5,5
385,1040,5,5,5,5,5
386,1040,5,4,5,5,5
387,1040,2,2,4,3,2
388,1040,5,5,5,5,5
389,1040,5,5,5,5,5
390,1040,5,4,5,5,4
391,1040,5,5,4,3,4
392,1040,5,5,5,5,5
393,1040,5,5,5,5,5
394,1040,5,5,5,5,5
395,1040,5,4,4,4,4
396,1040,2,2,3,2,2
397,1040,5,5,5,5,5
398,1040,5,3,5,5,4
399,1040,5,4,5,5,5
400,1040,5,5,5,5,5
401,1040,5,5,5,5,4
402,1040,5,4,5,5,5
403,1040,5,5,5,5,5
404,1040,5,4,5,5,4
405,1040,5,5,5,5,5
406,1040,5,4,5,2,4
407,1040,5,5,5,5,5
408,1040,5,3,3,3,3
409,1040,5,5,5,5,5
410,1040,4,5,4,3,4
411,1040,5,5,5,5,5
412,1040,5,5,5,5,5
413,1040,5,5,5,5,5
414,1040,3,2,3,3,3
415,1040,5,5,5,5,5
416,1040,5,4,5,5,4
417,1040,2,2,2,2,2
418,1040,4,4,5,4,4
419,1040,4,4,4,5,4
420,1040,2,2,2,1,2
421,1040,5,4,5,5,5
422,1040,2,3,2,3,3
423,1040,5,5,5,5,5
424,1040,5,5,5,5,5
425,1040,1,1,2,2,1
426,1040,4,4,5,4,4
427,1040,5,5,5,5,5
428,1040,5,5,5,5,5
429,1040,5,5,5,5,5
430,1040,5,4,5,5,4
431,1040,5,4,5,5,5
432,1040,5,5,5,5,5
433,1040,5,5,5,5,5
434,1040,3,2,3,3,3
435,1040,5,5,5,5,5
436,1040,3,4,3,4,3
437,1040,5,5,5,5,5
438,1040,5,5,5,5,5
439,1040,4,4,5,5,4
440,1040,5,5,5,5,5
441,1040,4,4,5,5,4
442,1040,3,2,2,3,2
443,1040,1,1,1,1,1
444,1040,5,3,3,5,4
445,1040,5,5,5,5,5
446,1040,1,2,1,1,1
447,1040,4,4,5,3,4
448,1040,2,1,1,1,1
449,1040,4,4,5,4,4
450,1040,4,5,4,4,4
451,1040,3,3,4,3,3
452,1040,5,5,5,5,5
453,1040,4,5,4,5,4
454,1040,5,4,5,5,4
455,1040,4,4,4,5,4
456,1040,3,3,4,4,3
457,1040,2,2,2,2,2
458,1040,5,5,5,5,5
459,1040,5,5,5,5,5
460,1040,5,5,5,5,5
461,1040,4,4,4,5,4
462,1040,5,5,5,5,5
463,1040,5,5,5,5,5
464,1040,5,5,5,5,5
465,1040,5,5,5,5,5
466,1040,5,3,5,4,4
467,1040,5,5,5,5,5
468,1040,5,5,5,5,5
469,1040,1,1,1,1,1
470,1040,5,5,5,5,5
471,1040,5,5,5,5,5
472,1040,5,5,5,5,5
473,1040,5,5,5,5,5
474,1040,5,5,5,5,5
475,1040,5,5,5,5,5
476,1040,5,5,5,5,5
477,1040,5,5,5,5,5
478,1040,5,5,5,5,5
479,1040,5,5,5,5,5
480,1040,4,4,4,4,4
481,1040,5,5,5,5,5
482,1040,1,1,1,1,1
483,1040,5,5,5,5,5
484,1040,3,3,3,3,3
485,1040,5,5,5,5,5
486,1040,5,5,5,5,5
487,1040,5,5,5,5,5
488,1040,1,1,1,1,1
489,1040,5,5,5,5,5
490,1040,4,4,4,4,4
491,1040,4,4,4,4,4
492,1040,5,5,5,5,5
493,1040,1,1,1,1,1
494,1040,5,5,5,5,5
495,1040,1,1,1,1,1
496,1040,5,5,5,5,5
497,1040,5,5,5,5,5
498,1040,1,1,1,1,1
499,1040,5,5,5,5,5
500,1040,4,4,4,4,4
501,1040,3,3,3,3,3
502,1040,5,5,5,5,5
503,1040,1,1,1,1,1
504,1040,5,5,5,5,5
505,1040,5,5,5,5,5
506,1040,5,5,5,5,5
1,1049,2,2,2,2,2
2,1049,5,4,5,5,4
3,1049,4,3,4,3,4
4,1049,5,5,5,5,4
5,1049,4,4,5,3,4
6,1049,5,4,5,4,4
7,1049,3,4,5,4,4
8,1049,5,4,4,5,4
9,1049,3,2,3,4,3
10,1049,1,1,1,1,1
11,1049,5,5,4,5,4
12,1049,4,5,5,5,4
13,1049,1,1,1,2,1
14,1049,5,5,5,5,5
15,1049,2,3,2,2,2
16,1049,5,4,4,4,4
17,1049,5,5,5,5,5
18,1049,3,3,3,3,3
19,1049,5,5,4,5,4
1,1051,5,5,5,5,5
1,1061,5,5,5,5,5
2,1061,4,4,5,4,4
3,1061,5,5,5,5,5
4,1061,5,5,5,5,5
5,1061,5,5,5,5,5
6,1061,5,5,4,5,4
7,1061,5,4,5,3,4
8,1061,5,5,5,5,5
9,1061,5,5,5,4,4
10,1061,5,5,5,5,5
11,1061,5,5,3,2,3
12,1061,5,5,5,5,5
13,1061,5,5,5,5,4
14,1061,1,1,1,1,1
15,1061,4,5,5,4,4
16,1061,4,5,5,5,4
17,1061,5,5,5,5,5
18,1061,5,5,5,4,4
19,1061,5,5,5,5,5
20,1061,3,3,3,3,3
21,1061,4,5,5,4,4
22,1061,4,4,4,5,4
23,1061,2,1,3,3,2
24,1061,3,3,5,4,3
25,1061,4,3,4,4,3
26,1061,4,3,2,2,2
27,1061,4,4,5,4,4
28,1061,5,5,5,5,5
29,1061,4,5,4,5,4
30,1061,5,4,5,4,4
31,1061,4,5,5,4,4
32,1061,4,4,5,5,4
33,1061,5,5,5,4,5
34,1061,4,3,4,5,3
35,1061,3,4,3,3,2
36,1061,3,3,4,4,3
37,1061,2,2,4,2,2
38,1061,3,4,3,4,3
39,1061,5,5,5,5,4
40,1061,5,5,5,5,5
41,1061,4,4,5,5,4
42,1061,5,5,5,5,5
43,1061,5,5,5,5,4
44,1061,4,5,5,4,4
45,1061,5,5,5,5,5
46,1061,5,5,5,5,5
47,1061,4,4,5,4,4
48,1061,5,5,5,5,5
49,1061,3,4,4,4,3
50,1061,5,5,5,4,4
51,1061,5,5,5,5,5
52,1061,4,5,5,5,4
53,1061,4,4,5,4,4
54,1061,5,5,5,5,5
55,1061,5,4,5,5,4
56,1061,5,5,5,5,5
57,1061,4,5,4,3,3
58,1061,4,2,5,4,3
59,1061,5,5,5,5,5
60,1061,4,5,5,5,4
61,1061,5,5,5,5,5
62,1061,5,5,5,5,5
63,1061,4,5,4,4,4
64,1061,4,5,4,5,4
65,1061,4,4,5,5,4
66,1061,5,5,5,5,4
67,1061,5,5,5,5,5
68,1061,4,5,5,5,4
69,1061,5,5,5,5,5
70,1061,5,5,5,5,4
71,1061,5,5,5,5,5
72,1061,3,4,5,5,4
73,1061,4,5,4,5,4
74,1061,5,5,5,5,5
75,1061,4,5,5,5,4
76,1061,4,4,5,4,4
77,1061,3,3,4,4,3
78,1061,5,5,5,4,4
79,1061,4,5,3,2,3
80,1061,5,4,5,4,4
81,1061,5,5,5,5,5
82,1061,1,2,1,1,1
83,1061,5,5,5,5,5
84,1061,5,5,5,5,5
85,1061,5,5,5,4,4
86,1061,4,4,5,5,4
87,1061,5,5,4,5,4
88,1061,5,5,5,4,4
89,1061,5,5,5,5,5
90,1061,4,4,5,4,4
91,1061,4,4,5,5,4
92,1061,5,5,5,4,5
93,1061,5,5,5,5,5
94,1061,5,5,5,5,5
95,1061,3,4,4,4,3
96,1061,4,4,5,5,4
97,1061,5,5,5,5,5
98,1061,5,5,5,5,5
99,1061,2,2,2,2,2
100,1061,5,5,5,5,5
101,1061,5,4,5,4,4
102,1061,5,5,5,4,4
103,1061,4,4,4,5,4
104,1061,4,5,5,5,4
105,1061,4,5,4,5,4
106,1061,4,4,5,5,4
107,1061,5,5,5,5,5
108,1061,5,4,5,5,4
109,1061,5,5,5,5,5
110,1061,5,5,5,5,5
111,1061,5,4,5,4,4
112,1061,5,4,5,5,5
113,1061,4,4,4,4,4
114,1061,5,5,5,5,5
115,1061,4,4,5,4,4
116,1061,5,3,5,5,4
117,1061,5,5,5,5,5
118,1061,5,5,5,5,4
119,1061,5,5,5,5,5
120,1061,5,5,5,5,5
121,1061,5,5,5,5,5
122,1061,5,5,5,5,4
123,1061,2,2,2,2,2
124,1061,4,5,5,5,4
125,1061,4,4,4,5,4
126,1061,5,4,5,5,4
127,1061,5,5,5,5,5
128,1061,5,5,5,4,5
129,1061,5,5,5,5,5
130,1061,4,3,3,3,3
131,1061,5,5,5,5,4
132,1061,5,3,5,5,4
133,1061,4,4,5,3,4
134,1061,5,4,5,5,4
135,1061,4,5,4,5,4
136,1061,5,5,5,5,5
137,1061,5,5,5,5,5
138,1061,5,5,5,5,5
139,1061,5,5,5,5,5
140,1061,4,5,4,5,4
141,1061,4,4,5,5,4
142,1061,5,5,5,4,4
143,1061,5,4,5,4,4
144,1061,4,5,5,4,4
145,1061,5,5,5,5,5
146,1061,4,4,5,5,4
147,1061,4,5,5,4,4
148,1061,5,5,5,5,5
149,1061,5,5,5,5,5
150,1061,4,4,4,4,4
151,1061,5,5,5,5,5
152,1061,5,5,5,5,5
153,1061,5,5,5,5,5
154,1061,5,5,5,5,5
155,1061,5,5,5,5,5
156,1061,5,5,5,5,5
157,1061,5,5,5,5,5
158,1061,1,1,1,1,1
159,1061,3,3,3,3,3
160,1061,5,5,5,5,5
161,1061,5,5,5,5,5
162,1061,5,5,5,5,5
163,1061,5,5,5,5,5
164,1061,5,5,5,5,5
165,1061,5,5,5,5,5
166,1061,5,5,5,5,5
167,1061,5,5,5,5,5
168,1061,3,3,3,3,3
169,1061,1,1,1,1,1
170,1061,5,5,5,5,5
171,1061,5,5,5,5,5
172,1061,5,5,5,5,5
1,1062,5,5,5,5,5
2,1062,5,5,5,4,4
3,1062,5,5,5,5,5
4,1062,5,3,5,4,3
5,1062,5,5,5,5,5
6,1062,5,4,5,5,4
7,1062,5,5,5,5,5
8,1062,4,4,5,4,4
9,1062,2,2,2,2,2
10,1062,5,4,5,5,4
11,1062,5,5,5,5,5
12,1062,5,5,5,5,5
13,1062,5,2,3,5,3
14,1062,5,4,5,4,4
15,1062,4,3,5,5,4
16,1062,5,5,5,5,5
17,1062,5,5,5,5,5
18,1062,5,5,5,5,5
19,1062,4,4,3,5,3
20,1062,4,4,5,5,4
21,1062,5,4,5,5,4
22,1062,4,4,4,5,4
23,1062,5,5,5,5,5
24,1062,4,4,4,4,3
25,1062,4,4,5,5,4
26,1062,1,1,2,1,1
27,1062,5,5,5,5,5
28,1062,5,5,5,5,4
29,1062,5,5,5,5,5
30,1062,4,5,5,5,3
31,1062,5,5,5,5,5
32,1062,5,5,5,5,5
33,1062,1,1,1,1,1
34,1062,5,5,5,5,5
35,1062,5,5,5,5,5
36,1062,4,4,4,4,4
37,1062,4,4,4,4,4
1,1064,5,5,5,4,4
2,1064,5,5,5,4,4
3,1064,2,3,3,3,2
4,1064,5,5,5,5,5
5,1064,5,5,5,5,5
6,1064,5,5,5,5,5
7,1064,5,4,5,4,4
8,1064,4,4,5,5,4
9,1064,5,4,5,5,4
10,1064,4,4,4,4,3
11,1064,5,5,5,5,5
12,1064,4,4,4,5,4
13,1064,5,5,5,5,5
14,1064,5,4,5,5,4
15,1064,5,5,5,5,5
16,1064,4,5,5,4,4
17,1064,5,5,5,5,5
18,1064,2,3,1,2,2
19,1064,5,5,4,4,4
20,1064,5,5,5,5,5
21,1064,5,5,5,5,5
22,1064,3,4,2,1,2
23,1064,2,3,3,3,2
24,1064,5,5,5,5,5
25,1064,5,5,5,5,5
26,1064,3,2,2,3,2
27,1064,5,4,5,4,4
28,1064,5,4,5,5,5
29,1064,5,5,4,3,4
30,1064,4,4,5,4,4
31,1064,4,5,5,5,4
32,1064,5,5,5,5,5
33,1064,5,4,5,5,5
34,1064,5,5,5,5,5
35,1064,5,5,5,5,5
36,1064,5,5,5,4,4
37,1064,5,4,5,4,4
38,1064,3,3,3,4,3
39,1064,4,4,5,4,4
40,1064,5,5,5,5,5
41,1064,4,4,5,5,4
42,1064,5,5,5,5,5
43,1064,5,5,5,5,5
44,1064,3,2,3,3,3
45,1064,5,5,5,4,4
46,1064,3,5,4,4,3
47,1064,5,5,5,5,4
48,1064,5,5,5,5,5
49,1064,5,5,5,5,5
50,1064,4,5,5,4,4
51,1064,5,5,4,4,4
52,1064,5,5,5,3,4
53,1064,5,4,5,4,4
54,1064,5,5,5,5,4
55,1064,5,5,5,5,5
56,1064,5,5,5,5,5
57,1064,5,4,5,5,4
58,1064,3,3,3,4,3
59,1064,5,5,5,5,5
60,1064,5,5,5,5,5
61,1064,5,5,5,5,5
62,1064,4,5,4,3,4
63,1064,4,4,4,4,4
64,1064,5,5,5,5,5
65,1064,5,5,5,4,4
66,1064,3,4,4,4,3
67,1064,4,3,5,4,4
68,1064,5,5,5,5,5
69,1064,4,4,4,5,4
70,1064,4,3,3,3,3
71,1064,4,5,4,4,4
72,1064,5,4,4,2,4
73,1064,4,5,4,5,4
74,1064,5,5,5,5,4
75,1064,5,5,5,5,4
76,1064,5,4,5,5,4
77,1064,4,4,4,5,4
78,1064,4,5,4,4,4
79,1064,4,5,5,3,4
80,1064,5,4,5,5,4
81,1064,5,5,5,5,4
82,1064,4,5,4,3,3
83,1064,2,2,1,1,1
84,1064,5,4,5,5,5
85,1064,4,5,5,5,4
86,1064,4,5,5,5,4
87,1064,5,5,4,5,4
88,1064,5,5,5,5,5
89,1064,5,4,5,5,4
90,1064,4,4,5,4,4
91,1064,3,3,3,3,3
92,1064,5,5,5,5,5
93,1064,5,4,5,5,4
94,1064,5,5,5,5,5
95,1064,5,5,5,5,5
96,1064,5,3,5,4,3
97,1064,5,5,5,5,5
98,1064,5,5,5,5,5
99,1064,5,5,5,5,5
100,1064,5,5,5,5,5
101,1064,5,5,5,5,5
102,1064,5,5,5,5,5
103,1064,4,4,5,3,4
104,1064,5,5,4,2,3
105,1064,5,5,5,5,5
106,1064,5,4,5,5,4
107,1064,5,5,5,5,5
108,1064,5,5,4,4,4
109,1064,4,4,4,4,4
110,1064,5,5,5,5,4
111,1064,5,5,5,5,5
112,1064,5,5,5,5,5
113,1064,5,5,5,5,5
114,1064,5,5,5,5,5
115,1064,5,5,5,5,5
116,1064,4,5,4,5,4
117,1064,5,5,5,5,5
118,1064,5,5,5,5,5
119,1064,3,4,4,3,3
120,1064,5,5,5,5,5
121,1064,5,5,5,5,5
122,1064,5,5,5,5,5
123,1064,5,5,5,5,4
124,1064,4,4,5,4,4
125,1064,5,5,5,5,5
126,1064,2,1,2,4,2
127,1064,4,2,3,3,2
128,1064,5,5,5,5,5
129,1064,5,3,5,4,3
130,1064,5,5,5,5,5
131,1064,5,5,5,5,5
132,1064,5,4,5,4,4
133,1064,4,4,4,3,3
134,1064,5,5,5,5,5
135,1064,4,3,5,5,4
136,1064,5,5,5,5,5
137,1064,5,5,5,5,5
138,1064,4,4,4,5,4
139,1064,5,5,5,5,5
140,1064,5,5,5,5,5
141,1064,5,5,5,5,5
142,1064,5,4,5,4,4
143,1064,5,5,5,5,5
144,1064,5,4,5,4,4
145,1064,5,4,4,5,4
146,1064,3,5,5,5,4
147,1064,5,5,5,5,5
148,1064,5,5,5,5,5
149,1064,5,5,5,5,5
150,1064,5,5,5,5,5
151,1064,5,5,5,5,5
152,1064,5,5,5,5,5
153,1064,5,5,5,4,4
154,1064,5,5,5,5,5
155,1064,5,5,4,5,4
156,1064,3,5,3,4,3
157,1064,5,5,4,5,4
158,1064,4,5,4,4,4
159,1064,4,5,4,5,4
160,1064,5,3,5,3,3
161,1064,5,5,5,5,5
162,1064,5,5,5,5,5
163,1064,5,5,5,5,5
164,1064,4,4,4,5,4
165,1064,4,5,5,5,4
166,1064,3,3,3,4,3
167,1064,5,5,5,5,4
168,1064,2,2,2,2,2
169,1064,1,2,2,3,2
170,1064,5,5,5,5,5
171,1064,2,2,3,3,2
172,1064,5,3,5,5,4
173,1064,4,5,5,5,4
174,1064,5,5,5,5,5
175,1064,5,5,5,5,5
176,1064,5,5,5,5,5
177,1064,5,5,5,5,5
178,1064,5,5,5,5,5
179,1064,5,5,5,5,5
180,1064,5,5,5,4,4
181,1064,5,5,5,5,5
182,1064,5,5,5,5,5
183,1064,5,4,5,5,4
184,1064,4,5,5,5,4
185,1064,5,5,5,5,5
186,1064,5,5,5,5,5
187,1064,5,5,5,5,5
188,1064,3,3,4,1,2
189,1064,5,4,5,5,4
190,1064,5,5,5,5,5
191,1064,5,5,5,5,5
192,1064,5,5,5,5,5
193,1064,5,5,5,5,5
194,1064,5,4,5,5,4
195,1064,5,4,5,5,4
196,1064,5,5,5,5,5
197,1064,5,4,5,5,5
198,1064,5,5,5,4,4
199,1064,5,5,5,4,4
200,1064,5,5,5,5,5
201,1064,5,5,5,5,5
202,1064,4,5,4,5,4
203,1064,5,5,5,5,5
204,1064,4,4,5,4,4
205,1064,5,5,5,4,5
206,1064,3,5,3,5,3
207,1064,3,3,3,4,3
208,1064,5,5,5,5,5
209,1064,5,5,5,5,5
210,1064,5,5,5,4,4
211,1064,3,5,4,5,4
212,1064,4,5,5,5,4
213,1064,5,4,5,4,4
214,1064,5,5,5,5,5
215,1064,4,5,5,5,4
216,1064,5,5,5,5,5
217,1064,5,5,5,5,5
218,1064,5,5,5,5,5
219,1064,3,5,4,3,3
220,1064,1,1,1,1,1
221,1064,5,5,5,5,5
222,1064,5,5,5,5,5
223,1064,3,3,3,3,3
224,1064,5,5,5,5,5
225,1064,5,5,5,5,5
226,1064,5,5,5,5,5
227,1064,5,5,5,5,5
228,1064,5,5,5,5,5
229,1064,5,5,5,5,5
230,1064,4,4,4,4,4
231,1064,3,3,3,3,3
232,1064,5,5,5,5,5
233,1064,5,5,5,5,5
234,1064,5,5,5,5,5
235,1064,4,4,4,4,4
236,1064,5,5,5,5,5
237,1064,5,5,5,5,5
238,1064,5,5,5,5,5
239,1064,5,5,5,5,5
240,1064,5,5,5,5,5
241,1064,5,5,5,5,5
242,1064,4,4,4,4,4
243,1064,5,5,5,5,5
244,1064,5,5,5,5,5
245,1064,5,5,5,5,5
246,1064,3,3,3,3,3
247,1064,5,5,5,5,5
248,1064,4,4,4,4,4
249,1064,3,3,3,3,3
250,1064,5,5,5,5,5
251,1064,5,5,5,5,5
252,1064,1,1,1,1,1
253,1064,1,1,1,1,1
254,1064,5,5,5,5,5
255,1064,5,5,5,5,5
256,1064,1,1,1,1,1
257,1064,5,5,5,5,5
258,1064,5,5,5,5,5
259,1064,5,5,5,5,5
260,1064,5,5,5,5,5
261,1064,5,5,5,5,5
262,1064,1,1,1,1,1
263,1064,5,5,5,5,5
264,1064,5,5,5,5,5
265,1064,5,5,5,5,5
266,1064,5,5,5,5,5
1,1068,4,4,4,5,4
2,1068,3,5,4,4,3
3,1068,4,5,4,4,4
4,1068,5,4,5,3,4
5,1068,5,5,5,4,4
6,1068,3,3,3,4,3
7,1068,4,4,4,4,4
8,1068,5,5,5,5,5
9,1068,5,5,5,5,5
10,1068,5,4,5,4,4
11,1068,5,5,5,5,5
12,1068,5,5,5,5,5
13,1068,1,1,2,1,1
14,1068,5,5,5,5,5
15,1068,4,5,4,4,4
16,1068,5,5,5,5,5
1,1079,1,1,1,1,1
2,1079,4,4,5,2,4
3,1079,5,5,5,5,5
4,1079,4,4,5,5,4
5,1079,4,4,5,3,3
6,1079,1,3,3,2,2
7,1079,3,4,5,4,3
8,1079,5,5,5,5,4
9,1079,4,5,5,5,4
10,1079,4,5,4,5,4
11,1079,5,5,5,5,5
12,1079,4,5,5,5,4
13,1079,3,3,4,4,3
14,1079,4,4,5,5,4
15,1079,4,4,5,5,4
16,1079,5,5,5,5,4
17,1079,4,4,5,5,4
18,1079,3,3,3,3,3
19,1079,2,3,2,3,2
20,1079,4,5,4,4,4
21,1079,5,5,5,4,4
22,1079,4,4,4,4,4
23,1079,3,3,3,3,3
24,1079,5,5,5,5,5
25,1079,3,3,4,5,3
26,1079,4,5,5,5,4
27,1079,5,5,5,5,5
28,1079,4,4,5,5,4
29,1079,3,4,5,5,4
30,1079,4,4,5,4,4
31,1079,5,5,5,5,5
32,1079,5,5,5,5,5
33,1079,4,5,5,4,4
34,1079,3,4,4,4,2
35,1079,3,4,3,4,3
36,1079,5,5,4,5,4
37,1079,4,5,4,4,4
38,1079,4,5,4,5,4
39,1079,4,5,5,4,4
40,1079,2,2,2,4,2
41,1079,3,2,4,4,3
42,1079,5,4,5,5,4
43,1079,5,5,5,5,5
44,1079,4,4,5,4,4
45,1079,5,5,5,5,4
46,1079,4,5,5,4,4
47,1079,4,4,5,5,4
48,1079,5,5,5,5,5
49,1079,4,1,3,4,2
50,1079,5,5,5,5,4
51,1079,4,4,4,4,4
52,1079,4,4,4,4,4
53,1079,5,5,5,5,5
54,1079,1,1,1,1,1
55,1079,5,5,5,5,5
56,1079,3,3,3,3,3
57,1079,5,5,5,5,5
58,1079,4,4,4,4,4
59,1079,5,5,5,5,5
1,1083,1,1,1,1,1
2,1083,1,1,1,1,1
3,1083,1,1,1,1,1
4,1083,1,2,1,2,1
5,1083,1,1,1,1,1
6,1083,1,2,1,1,1
7,1083,1,1,1,1,1
8,1083,5,5,5,5,5
1,1084,1,1,1,1,1
2,1084,4,4,4,4,4
3,1084,5,4,4,5,4
4,1084,5,5,5,5,5
5,1084,4,4,5,5,4
6,1084,5,4,4,5,4
7,1084,4,4,4,4,4
8,1084,5,5,5,5,5
9,1084,5,5,5,4,5
10,1084,5,5,5,5,5
11,1084,5,5,5,5,5
12,1084,5,5,5,5,5
13,1084,5,5,5,5,5
14,1084,5,5,5,5,5
15,1084,4,3,4,4,3
16,1084,1,1,1,3,1
17,1084,5,5,5,5,5
18,1084,5,4,4,4,4
19,1084,1,2,2,3,2
20,1084,5,5,5,5,5
21,1084,4,4,4,5,4
22,1084,5,5,5,5,5
23,1084,5,5,5,5,5
24,1084,5,5,5,5,5
25,1084,3,4,2,2,2
26,1084,2,2,2,2,2
27,1084,5,5,5,5,5
28,1084,1,2,2,4,2
29,1084,4,5,3,5,4
30,1084,4,4,5,5,4
31,1084,4,5,4,4,4
32,1084,5,5,5,5,5
33,1084,5,4,5,5,4
34,1084,5,5,5,5,5
35,1084,5,5,5,5,5
36,1084,5,5,5,5,5
37,1084,5,5,5,5,5
38,1084,5,5,5,5,5
39,1084,4,5,5,3,4
40,1084,5,5,5,5,5
41,1084,5,4,4,4,4
42,1084,5,5,5,5,5
43,1084,5,5,5,5,5
44,1084,4,4,4,5,4
45,1084,5,5,5,5,5
46,1084,5,5,5,5,5
47,1084,5,5,5,5,5
48,1084,5,5,5,5,5
49,1084,5,5,5,5,5
50,1084,5,5,5,5,5
51,1084,4,4,2,3,2
52,1084,5,4,4,4,4
53,1084,5,5,5,5,5
54,1084,5,5,5,5,5
55,1084,4,4,5,5,4
56,1084,4,3,3,4,3
57,1084,3,3,3,4,3
58,1084,3,3,3,5,3
59,1084,4,5,4,5,4
60,1084,4,3,3,3,3
61,1084,4,4,5,5,4
62,1084,2,2,2,2,2
63,1084,3,2,2,2,2
64,1084,1,1,1,1,1
65,1084,5,5,5,5,5
66,1084,5,3,3,4,3
67,1084,4,4,4,3,4
68,1084,5,5,5,5,5
69,1084,1,1,1,1,1
70,1084,5,5,5,3,4
71,1084,5,5,5,5,5
72,1084,5,5,5,5,5
73,1084,2,2,2,2,2
74,1084,5,5,5,5,5
75,1084,5,5,5,5,5
76,1084,5,5,5,5,5
77,1084,5,5,5,5,5
78,1084,3,3,3,3,3
79,1084,5,5,5,5,5
80,1084,5,5,5,5,5
81,1084,2,2,2,2,2
82,1084,2,2,3,2,2
83,1084,4,4,5,5,4
84,1084,5,4,5,3,4
85,1084,4,3,4,5,4
86,1084,1,1,1,1,1
87,1084,5,5,5,5,5
88,1084,1,1,1,1,1
89,1084,2,2,3,3,2
90,1084,2,3,4,3,3
91,1084,2,2,2,2,2
92,1084,1,1,2,2,1
93,1084,5,2,3,4,3
94,1084,4,4,5,4,4
95,1084,5,5,5,5,5
96,1084,1,2,1,1,1
97,1084,5,4,5,5,4
98,1084,5,5,5,5,5
99,1084,5,5,5,5,5
100,1084,3,2,4,4,3
101,1084,2,1,1,1,1
102,1084,1,1,2,2,1
103,1084,5,4,4,4,4
104,1084,1,1,2,1,1
105,1084,5,5,5,5,5
106,1084,5,5,5,5,5
107,1084,1,1,1,1,1
108,1084,5,5,5,5,5
109,1084,1,1,1,1,1
110,1084,5,5,5,5,5
111,1084,5,5,5,5,5
112,1084,5,5,5,5,5
113,1084,5,5,5,5,5
114,1084,5,5,5,5,5
115,1084,5,5,5,5,5
116,1084,5,5,5,5,5
117,1084,3,3,3,3,3
1,1085,5,5,5,5,5
2,1085,5,5,5,5,5
3,1085,5,5,5,5,5
4,1085,5,5,5,5,5
5,1085,2,3,2,3,2
6,1085,5,5,5,5,5
7,1085,5,5,5,5,5
8,1085,5,5,5,5,5
9,1085,5,5,5,5,5
10,1085,5,4,5,4,4
11,1085,2,2,2,1,2
12,1085,5,5,5,5,5
13,1085,5,5,5,5,5
14,1085,5,5,5,5,5
15,1085,5,5,5,5,5
16,1085,5,5,5,5,5
17,1085,4,4,5,5,4
18,1085,5,5,5,5,5
19,1085,5,5,5,5,5
20,1085,5,5,5,5,5
21,1085,5,5,5,5,5
22,1085,5,5,5,4,5
23,1085,5,5,5,5,5
24,1085,5,5,5,5,5
25,1085,5,4,5,5,5
26,1085,4,4,4,5,4
27,1085,5,5,5,5,5
