IDREVIEW,HOTELID,REVIEW
25,974,Nov 8 2009 	Emplacement de choix et chambre cosy ! A tester absolument !
26,974,Jan 4 2009 	Buena ubicacin y buen hotel
1,979,"perfect	I was part of a group of 4 couples stayed in this hotel and would recommend it highly.The rooms were a very good size and the location could not have been better less than 5 mins walk to oxford street and bond st tube station.lots of restaurants within walking distance.Staff in hotel were very helpfull and gave us lots of recommendations for restaurants shopping ,sightseeing etc.The hotel had a very relaxed atmosphere away from the hustle and bustle ."
204,979,Mar 20 2005	Nice	Nice but not at rack rate. We paid 70 per night. For this ok value although tube stations are 10 mins walk away.Staff helpful.
205,979,"Mar 2 2005	brill place especially the Concierge	A bit delayed but had a fantastic weekend break at the Millennium Mayfairrooms were lovely big especially for London. had breakfast and dinner which were both superb in Turners. The highlight for me was the ConciergeNick/Paul/Micheal and Fredrick. All four have a high knowledge of London and all very chatty and friendly, nothing was not to much trouble. I book theatre tickets and a Sightseeing tour trough them and had great seats and the tour was great.I would definelty go back again.Many thanks Millennium keep up the Good Work."
206,979,"Jan 30 2005	Wonderful Service At The Millennium Mayfair	My husband and I celebrated our 8th wedding anniversary in London during October 2004 and were so pleased that the Millennium Mayfair exceeded our expectations in every way!The service was impeccable. Our room was spacious, beautifully furnished (even fresh flowers), and very comfortable.The concierge, Nick, was a tremendous help to us. His recommendations for dining were excellent and his assistance with the coordination of transportation from/to the airport was just perfect. The rest of the staff, including the ladies on the club floor and in the business center were always professional, friendly and helpful. The entire staff at the Millennium Mayfair made our first visit to London a truly memorable experience and we thank them!The Mayfair is located in a beautiful part of London, with wonderful shops and dining within walking distance. We will ALWAYS recommend this hotel to anyone traveling to London."
207,979,"Jan 27 2005	Fantastic! +++++++ hotel	Stayed here with my family between 22-25th of Januar 2005 for the third time all together. As always service and the hotel was superb. We got a very spaciuos room and it was perfect since we were travelling with our son of almost two years old (that need space for playing with toys etc).Clean and modern room, I would rate it as a 5-star hotel. Compared to other hotels in London we stayed with, this hotels is certaintly the best one. Close to Oxford streets and tubes (less than 5 minutes walk) and with a beautiful park just outside the hotel makes the hotel both central and calm.We give our best recommendation to this hotel. Will stay again, again and again!"
208,979,"Dec 13 2004	was just ok	Hotel is located in a excellent situation. Just beside oxford street, regent street etc. Very close to tube stations on oxford St. Few bad things that I would have to say about it. Hotel is a 4 star, I would say it should only be a 3 star. Bedroom was freezing on arrival and had problems closing window so had to get someone up to have a look at it. Heating didn't seem to work either so had asked for a heater to be brought up which they never did. Also the bathroom was very small and they only left 2 towels for the 2 of us so no towels for hair etc. Also no extra pillows or blankets to keep us warm during the night.We got it on priceline so for the price, it was great value but if I had ti pay full price, I would probably pick somewhere else. The only great thing about it is the location &amp; the price we got from priceline"
209,979,Nov 27 2004	My favourite London hotel!!	I absolutely love this hotel. My fiance takes me there every year for my birthday and it is always wonderful. We do pay extra for a superior room and I think that makes a big difference so I would highly recommend it. They are larger rooms with sitting areas and the beds are soooo comfy! Breakfast is my favourite and if you are lazy like me then have it brought up to your room!! Staff have always been more than helpful especially with parking the car and handling our luggage. We are coming up to London this month for a company christmas do and we have chosen a Radisson hotel which is closer to the location and I am sure it will be wonderful but if I am honest... I will miss the Millenium and will be back next year :0)
210,979,"Nov 25 2004	very nice	Stayed here two nights (11/20-22) after getting this hotel on priceline for $100 a night. This is great price for london. The hotel is in a good location...3 blocks off Oxford St and the Bond St. tube stop. It is on a quiet square with the US and Canadian embassies. The hotel itself is quite nice, but not flashy. My room was just fine for the price...decent size (though SMALL bathroom). There is a slightly worn feel to the place, but it still just fine for london. I would be happy to get this hotel again at that price."
211,979,"Oct 12 2004	Had an Excellent stay	I just came back from London yesterday, and I want to tell you all that this hotel is an excellent choice if you get a good deal on it. I've paid $111 a night and it was worth every dollar. I arrived at 10a.m and had my room in 45 minutes (event though the check in time is at 2:00). I also requested a club room which gave me access to the club lounge that had brakefast and all day snacks. I paid the extra 30 pounds per night for that, but I've got a bigger room on the 6 floor. The room was huge for a european hotel, the only problem I've encountered was that the bathroom door was so old that the handle broke and the door couldn't be closed. other than that, i had no problem with the hotel. The location is excellent, It's right next door to both the American and Canadian embassies and about 2 minutes walk to the middle of oxford street. It also took me only 10-15 minutes to walk to the backingham palace. So you can see that the location is excellent. That's all I have for now, and for future travelers please note that the closes tube station to the hotel is oxford street station, inspite what they told me in the hotel. Because if you exit at the green park station you have to take a cab or walk 10-15 minutes, but from oxfoerd street station ( even though it requires you to change trains in green park station) it's only about 5 minute walk."
212,979,"Oct 5 2004	Good location staff very helpful - small bathroom!!	Stayed here for a long weekend in Oct 2004. Got a great deal from Priceline (55 per room/night), not bad for a four-star in London. Impressive building, rooms ok in size but bathroom tremendously small. Thought the small bathroom was due to my particular room, asked for room to be changed. Reception were ok enough on this, however discovered the new bathroom was just as small.Bar and restaurant served good food and drink. Room service expensive.Staff were very helpful, could not fault this. Stay for Sat &amp; Sun was better, come Monday security around the US embassy was a bit oppressive. Would stay again, but would consider room upgrade to a Club."
213,979,"Jul 26 2004	good hotel in quiet neighborhood	Good hotel and definitely worth the 45 GBP I spent for the night. The rooms were large and spacious opening up into a quiet court yard. It takes 15 minutes to walk to any one of the 3 nearest Tube stations, but maybe that's a good thing. An all and all good hotel. Probably needs a little refurbishment, but still good."
214,979,"Jul 8 2004	Very nice hotel	The Millinium Mayfair is a wonderful hotel. We got it on priceline for $90 per night for the July 4th weekend. Can't beat that price. The location was great...walking distance to many things and the hotel was clean, the piano bar was great and the rooms were very nice and larger than usual for London hotels.The only downside were the prices for food and drinks in the hotel. VERY expensive. One should eat and drink somewhere else."
215,979,"Jun 22 2004	absolutely terrible!!	My husband and I pre-booked - and pre-paid for a twin room at the Millennium Mayfair Hotel.On checking in at 2.40pm (check in was from 2.00pm) we were told there was a slight problem with the booking. They had in fact let our room to another person - even though we had already paid for it !We had to take a single - the only room left in the hotel, and they would provide an additional bed (which we were assured would not be a camp bed). Anyway the camp bed arrived, so we refused it as I did not pay to sleep on a camp bed and also the room was a single sized room.We asked for an additional cup for the tea and coffee facilites in the room, as there were only facilities for the one person. This took two hours to arrive. We asked to speak to the manager who never did arrive.I went to recetion that evening to tell them I was not happy, and we were given two complimentary breakfasts for the next morning.We had a very uncomfortable night, and after a fire alarm, and a false wake up call in the morning, continued to the restaurant for our complimentary breakfasts.We checked out - informing them also at reception that the mini bar had not been re-filled from the previous guests, and the seal had been broken. We were informed that this was alright and that there was nothing to pay on checkout.I arrived home and two days later an invoice arrived for 17.50 - one cooked breakfast, and they had already taken the money from my bank account without my authorisation.I telephoned the manager who did not return my call, and on telephoning for the third time was told that it would be looked into to the next day - and basically if I was telling the truth then they would pay the money back into my account.I was also told that these things take time, and I was to phone again to make sure his had been done ?! I wish I had never heard of the Millennium Hotel in Mayfair - I do not know how they can claim to be 4 star or whatever they are. It really is an unprofressional operation, and I can only think the managers deal with complaints 24/7, as they always seem to be dealing with 'an emergency'"
216,979,"Jun 15 2004	Nice hotel	I stayed 2 nights at the hotel, and was a bit nervous given the somewhat mixed reviews. Yes, the hotel isn't brand new or particularly opulent, but the location is great, it's still a nice hotel, and the staff were friendly and accomodating. Even though I'd only booked a standard room, when a king room became available, the staff graciously let me move. The king room was quite nice. As with most european hotels, the decor and furnishings weren't the newest but that's been my experience at most 4 &amp; 5 star hotels in Europe. It was comfortable and I have no complaints!!"
217,979,"Jun 1 2004	I WILL stay here on the next visit	I've read the other reviews and I don't know what all of the complaints are about. We stayed in this hotel in March 2004 and we couldn't be more pleased. Staff was professional and helpful, room was clean, bathroom was huge, and king size bed was unexpected at the mere $95 we bid on Priceline.com. Mind you it was bitter cold and snowing this time of year, but if you're looking for a Marriott like hotel near shopping, in a quiet location and at an affordable price, stay here."
218,979,"May 7 2004	A good hotel a fine stay	I stayed at this hotel for eight nights just after Easter. The room was large, the furniture, though showing signs of wear, was of good quality, the king bed was comfortable, and the decor was pleasant. The hall carpets are a bit worn, and there was a large gap in the wall covering opposite my room door (633) which was not worked on at all while I was there. Staff were uniformly helpful, and a repair request was attended to immediately. The only problematic area was housekeeping -- thorough but the schedule was unpredictable. I like to take a nap in the afternoon, and could never quite figure out when they would be there. My one disappointment was the price of food and drink -- 20 or so for breakfast. Stratospheric.I found the security arrangements -- armed police, comcrete barricades, wire fences -- around the American Embassy, at the western end of Grosvenor Square, oppressive. As an America I wish that we could somehow provide needed protection that is not so grimly visible."
219,979,"Apr 27 2004	Great sized deluxe rooms	Got upgraded to deluxe room on 2nd floor (room 255). Room was massive with separate sitting area, king size bed, cable TV, tea making facilities, complimentary magazines, minibar. Bathroom was enormous with separate walk in shower and bath. Also had separate dressing room containing full length mirror, trouser press, ironing board etc. Room was always cleaned thoroughly and was never disturbed by housekeeping. Standard of room was high, though view could have been better (was of industrial courtyard not Gros Sq)."
220,979,"Apr 20 2004	Great location mediocre hotel	I stayed at Millennium Mayfair for two nights in August of 2003. The location is perfect - quiet neighborhood, close to the beautiful Hyde Park, Park Lane, Buckingham Palace. The hotel itself is, for the lack of a better word, cramped. It is in need of a major renovation. The lobby is small, noisy, and is just not the most welcoming place. The room was small, stuffy, and dark, with very old furniture to complete the grim picture. The view from the window was a shaft-like inner yard of the hotel - also not a pretty picture. The only US-type electrical outlet did not work. The breakfast was adequate, but overpriced (compared to US hotels), and one morning we had to wait in line for at least 20 minutes to get it. The staff was very friendly and accommodating, however, (except for waitresses and especially waiters in the breakfast room). Overall, I would recommend the location, but not the hotel."
221,979,"Feb 29 2004	Will not stay again!	Good location, but need major renovation. Also they need to re-train their staff. I stayed in 2 rooms with my family. Room was big and had nicely renovated bathroom, but room itself needs renovation. We stayed in February(winter) and a window in one of our room didn't close properly and air-condition didn't work so the room was so cold! We complained, but they couldn't fix the problem. On the day of departure, housekeeper knocked our door just after 8:00AM when we were still sleeping and knocked again shortly after. Was she trying to check us out before check-out time? It was most unprofessional 4 star hotel I ever stayed."
222,979,"Jan 28 2004	Millennium Mayfair More Than Fair!	Just returned from a 3-night stay at the Millennium Mayfair and could not have been more pleased! We actually &quot;won&quot; a bid on Priceline for our stay ($90 USD/night) and got more than just a good deal.The hotel is ideally located in the Mayfair district of London. It is a quick walk to the Bond Street tube station and the bustling and vibrant Oxford Street with great shopping and neat cafes and restaurants!We upgraded to a deluxe room on the 7th floor (Club level) and I would highly recommend doing the same. The upgrade cost us approximately $40 USD/night (making our overall stay approx. $130 USD/night...a bargain if you know London!). The rooms on the 7th floor are more recently remodeled and are simply nicer than what you'll find elsewhere in the hotel (we were initially given a standard room on the 4th floor until our deluxe room was ready on our first day...big difference!). The 7th floor is brighter, cleaner and appears more luxurious than other floors in the hotel. Plus, a room on the 7th floor gives you access to the Millennium Club where complimentary light food and drink (including alcohol) are available a good part of the day and night. Yes, you can have a glass of French wine in the Millennium Club at night without having to pay $10-12 USD for the same downstairs in the bar! Even champagne is available! In short, if you can upgrade to the 7th floor it would be well worth your effort!I would not hesitate to stay at the Millennium Mayfair again."
223,979,"Dec 15 2003	Ok but needs an update	Stayed here in late November 2004. Booked a good rate (99 GBP). Liked the location, close to shops and restaurnants. US embassy is nearby and security arrangements have made it look quite ugly, but nothing to be done about that. Rooms were stuffy. Stuffy to the point that my travel companion felt like he couldn't breath well in the hotel. Room size was adequate. Staff was helpful. I'd return here if I got a good deal."
224,979,"Nov 17 2003	Great Location	My sister and I stayed at the Millennium for a week in Nov. We had a small twin bed room, nice marble bath, didn't have a view which would have been nice. The daily service of the room was fair, but we didn't spend much time in it as we were always hanging out in the club lounge which we paid extra for and thought it was well worth the money. It is a private lounge on the 7th floor. We went to breakfast there each morning, it overlooked the city. Nice fruit,yogart, great breads and rolls,juice and coffee and tea. Only thing missing were eggs which I can leave in England. The afternoon they serve tea and cakes. I would head there instead of my small room after a day of walking all over london. Before going out in the evening they would serve great hord. made by the world famous chef from the downstairs rest. and serve champagne, wine or beer for free. So this made up for a small room. We went to the hotel restaraunt for dinner one evening... expensive, but yummy. The people and staff at the hotel were very friendly and helpful. Location great about 2 blocks walk to the tube. Safe pretty location. very expensive, but everything in London we found very expensive so I guess it was average. I would stay there again, but get the club upgrade."
225,979,"Nov 10 2003	Not returning to this hotel	My wife and I recently returned from London where we stayed 3 nights at Millenium Mayfair. The location is grand -- very near Oxford Street. However, the hotel itself seems to cater to tourists and the guests are very noisy. In addition, some guests like to congregate in the small lobby of the hotel for hours at a time. The hotel maintenence staff does a very poor job of keeping the place clean and tidy. We shall not return!"
226,979,"Oct 5 2003	Great location good rooms	Millenium Mayfair is right on a lovely square, 2 short blocks to Oxford Street--great location! Hotel blends in with embassies and diplomats' homes. Larger exec. rooms are well worth the additional cost. Breakfast was expensive and not worth it--better to walk down to Oxford St. and grab a bite. Neighborhood is not well lit at night--walking, although safe (I was told), seemed a bit spooky."
227,979,Sep 21 2003	Loved the Millenium Mayfair Hotel
228,979,Jul 29 2003	Great Location...Fine Hotel!
229,979,Jul 8 2003	very nice hotel
230,979,Jul 6 2003	Great hotel in a convenient neighbourhood!
231,979,Jul 5 2003	Good value
232,979,Jun 12 2003	Great experience
233,979,Apr 17 2003	Really nice experience
234,979,Apr 15 2003	Great Hotel
235,979,Feb 22 2003	Millennium Mayfair
236,979,Oct 25 2009 	hotel de derniere minutes
237,979,Oct 18 2009 	Hotel Millennium Mayfair London - usserst zentral und gute Adresse
238,979,Apr 10 2009 	Sjour trs agrable
239,979,Apr 3 2009 	Potenziale ancora da sfruttare
240,979,Mar 17 2009 	Trs bon htel!
241,979,Jan 5 2009 	una vera sorpresa
242,979,Jun 17 2008 	Bien mais...
243,979,Jun 6 2008 	extraordinaire hotel
244,979,Dec 28 2007 	Maravilloso hotel tranquilo
245,979,Jul 21 2007 	indimenticabile
1,981,Nov 20 2009 	Positive Weekend Break	This Hotel is very well run. There are fresh towels etc. daily; the room is cleaned each day and beds fully made up.Though rooms may be a bit small never-the-less they are more than adequate for a short stay.The staff are very friendly from reception to catering.The hotel is conveniently located with easy access to Paddington rail/tube station and food outlets.I stay there regularly and can recommend the Mitre House Hotel.
2,981,"Nov 16 2009 	Would never stay here again!!!!	From the outside the hotel looks nice, especially in the dark when it is lit up with a sort of green light.The inside was dated and in much need of modernisation. On arriving at our room we found it to be very small and very old fashioned with no tea or coffee making facilities.The bedding was old and worn looking and the champagne coloured bathroon and brownish tiles were like a flash back from my grandparents house from when I was a child.My partner had booked us a romantic break to propose and at no fault of his own did not think to read reviews on the hotel.Thankfully we did not spend that much time in the hotel, only to sleep. The bedroom did not have double glazing and sirens and street noise woke us up throughout the night.At breakfast we decided to have an English breakfast hoping it would fill us up for the day.There were far to many staff in the wierd old people smelling restaurant (if you can call it a restaurant) and they spoke poor English.For breakfast there were around 6 other diners with over 8 staff in the restaurant hovering around us while we ate and one woman even stood against the wall by where we ate for ages and made us feel very awkward.The breakfast that we thought could have filled us was an over cooked small peice of bacon , a cremated sausge and an egg that could have been reheated from the day before(in fact it could have all have been heated back up from the day before), it was all very greasy and my fiancee had a bad stomach all day after it.To top it off we had toast with out breakfast and as I was eating it and still had another piece left to eat, the woman who had been hovering came and took my plate from under me while I was still in the middle of eating!!! Can you believe that. I said &quot; excuse me Im still eating&quot; she still had my plate in her hand and looked at me confused. I said it again and pointed to my food, she still didnt give me my plate back so my fiancee had to more or less shout at her to get her to understand I was still eating and still had a peice of toast left!!Please read the reviews on this hotel, and do not stay there unless you have no option but to sleep on the street for the night!!!Would not advise anyone to stay here!!!!"
3,981,"Nov 7 2009 	Have stayed here twice before but disappointed on third stay	My husband and I stayed here most recently in October 2009. Our room on this occasion was facing in towards a back alley, so seemed dark and dingy, on previous stays we had a room overlooking a small park. There were a couple of cigarette burn marks on the bedspread and the &quot;complimentary&quot; matches were nearly all used (neither of us are smokers). On one occasion the manager was berating one of the night staff for not having sold any drinks in the bar on 2 nights - whilst he wasn't shouting at the young lady he certainly was loud and was conducting this reprimand at the front desk - not very professional! Location remains best drawcard of this hotel but it needs a makeover. The breakfast staff are polite and very efficient."
4,981,"Sep 2 2009 	Extremely pleasant and good value.	After a long flight into heathrow, weighed down by bags and children, it was such a relief that the Mitre hotel was right next to the heathrow express exit at paddington. It took about 30 mins from collecting our baggage at the airport to being taken care of at the hotel.The hotel was extremely clean and handily located for seeing the sites and the park is great for the kids, who easily get bored going from shop to shop. The only down side was that the breakfast was heavy, a full English and the dining area was in a basement with no light."
5,981,"Jul 18 2009 	Don't trust all the reviews here. The hotel that made me stop believing review averages.	We stayed in this hotel after checking reviews on Skoosh &amp; Trip Advisor. We were stuck unexpectedly for one night in London &amp; couldn't really stay with friends due to awkward timing for flights. The location is indeed great if you have bags &amp; are using Paddington station, but there are LOTS of hotels in the area. If this happens again I will try the EasyJet Hotel. When we got there late at night the desk had our reservation, but asked if we'd been there before &amp; looked at us as if we were crazy. We were at the end of a long corridor past several stairs. Only our last stairway reeked of pot &amp; smoke, so maybe the other rooms are better. It was a cold night in June &amp; they did not turn the heat on, so we froze. The TV worked OK but the wireless internet didn't reach our room (though it worked in the restaurant in the morning.) The breakfast was basic. There were a lot of ordinary people there looking slightly freaked out -- I guess a lot of foreign tourists wondering if this was what London was really like.The one good thing (for a cheapish London hotel) was the shower, which really worked well (decent water force) and there was even an envelope of shampoo, not just shower gel."
6,981,"Jun 25 2009 	Decent budget hotel with free parking	We were on transit in London for an overnight stay before heading home to Australia and we had hired a car and needed somewhere to stay that would allow us to park our car. We were pleasantly surprised by how convenient the hotel was and they allowed us to park our car there all day if we wanted to leave and do a bit of shopping or walking around London.The staff were friendly although the rooms were a little disappointing. They were clean but dated. It definitely did not look like the hotel photos. We had room 207 which was a quad room, which had 2 single beds and a double bed, more than adequate for my family of 4. Unfortunately we had a shower screen that did not screen the water very well and after one shower, the whole bathroom was wet.One good thing was that although we needed to check out early, they were happy to store our luggage for us, if we needed them to.In saying this, I would be happy to return to this hotel again."
7,981,"Jun 14 2009 	OK - but very noisy	Room was nothing great - small but comfortable. But they had us in room 204 which overlooked the street and it was so noisy from the traffic that we could not sleep at night. We ended up getting some earplugs it was so bad. Even at 11:00 at night, there was a constant stream of cars on the street! Location is convenient, plenty of sites nearby. I would not stay hear again solely due to the noise from the street traffic"
8,981,"Jun 8 2009 	Clean cosy and good value	Just came back from London after 2 nights in the Mitre House. We arrived very late at night but the staff took note of this and were expecting us. The room itself was small but comfortable; it doesn't appear to be possible to book a non-smoking room though, that was a bit unfortunate. Shower/bathroom generally were fine, LCD TV on the wall had a wide selection of channels but no tea/coffee making facilities (this might be standard in London, I'm not sure).Breakfast in the basement (you descend via a very slow lift with wall-to-floor carpeting) was pleasant enough, it is a bit small (one sausage, one piece of bacon, one egg and beans) but cooked well. They ran out of sausages half an hour before end of breakfast on our second morning, a bit odd considering they were only giving one per diner!We didn't check out the bar but generally the decor in the Mitre House was dated but well-maintained. The attention to cleanliness is obvious throughout and the hotel itself is located very close to Paddington tube &amp; mainline train station. Not the easiest hotel to get from Stansted Airport (over 1 hour on 19 &quot;express&quot; train and another 20-30 minute cab ride, 22 as the Tube was closed when we got there) but for Heathrow, it'd be good. Plus the area generally is quite nice, appears residential but in fact full of hotels like the Mitre!"
9,981,"Jun 7 2009 	This is a one star no frills budget hotel.	The room is small, dull, colorless and stuffy. The bed covers are old and faded. The pillows ranged from very flat and limp to very old and lumpy. The drinking glasses were not clean. The English breakfast was poorly cooked and uninspired. Some of the staff were not friendly. The toilet did not always flush, even after reporting this problem 3 days in a row.The elevator and hallways have a musty smell."
10,981,"Jun 5 2009 	Excellent buy for money	I didn't expect much for the very low price and I chose it for its location which is walking distance from Paddington Station (direct train to Heathrow) and also Hyde Park and several museums. I was very pleasantly surprised. The staff was very nice and they said my room was the best they had which meant it had two windows that could be opened to air it out and cool it off. The room was quite simple with two twin beds, a couple of chairs, a wardrobe and a small bathroom with a shower over the sink. A tiny soap was renewed each day. But the hotel had several lobbies and a bar and a very nice breakfast room in the basement that served an included full English breakfast every day--one fried egg, tomato or beans, streaky bacon, sausage toast and if you wanted it dry or hot cereal and coffee or tea and juice. Few hotels do that any more. We walked nearly everywhere but both buses and several subway lines serve Paddington station and the neighborhood was full of inexpensive restaurants. This is a basic hotel but much better than most and I would stay here again."
11,981,"Jun 4 2009 	Sort of a disappointment... and misleading photos	Well, we did not expect much arriving at the hotel, though I can assure you the photos povided are a bit misleading. In fact, the rooms are not that good looking, and because of the fact that we had a discount, we were given a room at the back side of the hotel, with no view whatsoever.I believe we could deal with everything else, had the staff been pleasant and polite. The male receptionist had a hideous ironic smile on his face, as if we were the poor and downtrodden tourists.Yocan find better hotels...for sure!"
12,981,"Feb 23 2009 	Great Location	Great hotel and location for the money. A little shabby but everything was clean and the front desk staff was helpful. Picked it because it was a couple of blocks from the Paddington Underground station, which made it easy to get there from Heathrow and to travel the underground around London. Nice neighborhood...walk to Hyde Park. Great value. Stayed in Piccadilly Circus lasted time I was in London and definitely liked Paddington area. A little more residential and not as busy as Piccadilly but easily accessible to all the spots you want to see."
13,981,Jan 2 2009	Family run hotel with excellent access to Central London	Stayed in the hotel for 5 days with my wife and 7 month baby. Room was very clean and good sized compared to other hotels in the area. The staff friendly and helpfull. Excellent English Breakfast served by friently staff.Overall I would say this is probably the best hotel we have ever stayed in the Central London Area. Extremely convenient for shopping / Museums / Theatres and parking facilities if you have a car with you.
14,981,"Nov 11 2008 	Be Careful what you Pay	We paid hotel rate of 95pounds based on a review which described it as a friendly family run hotel. We don't mind staying in small rooms, possibly a bit run down as long as they are clean. This hotel was in fact particularly clean, and very handy to London transport. However it is in much need of simple maintenance: our vanity had no doors, surfaces in the bathroom had been siliconed roughly and were lifting and although we booked a non smoking room (you can't we found out) it didn't smell smoky - it absolutely reeked of it. The greeting we got on arrival after a long flight was downright unfriendly, although later we found one of the reception staff was very pleasant. One seemed incapable of speech. Breakfast was fine, and a nice thing to have thrown in with the tarriff.We could live with all off the niggling little problems with this hotel - except being treated by one receptionist like homeless people being given a favour by allowing us to stay. So, the message from us is &quot;Don't pay over the odds' like we did. Otherwise stay there, ignore the small deficeincies and rudeness from some, and enjoy the hearty breakfast. Subsequent experiences with other hotels were refreshingly pleasant."
15,981,"Nov 2 2008 	Good budget accommodations	This was our first trip to London (vacation was great--hope to go back soon!), and I discovered that accommodations in London can be pretty pricey. I found the Mitre House Hotel on some London website for about 85 pounds, which was comparatively reasonable. The location is perfect--very quiet area around Paddington with lots of decent restaurants. The reception staff was very friendly. We were on the 4th floor and since my husband had recent knee surgery, we were grateful for the elevator, even if it was a little slow. The room was not big, but just fine for the two of us--very clean. The bathroom was also very clean and everything worked fine. When I booked the room, I didn't realize we would get breakfast, so we were pleasantly surprised about that. Nice English breakfast and the servers were friendly and efficient. Didn't get a chance to see any of the other rooms, but ours was good. Would recommend this hotel."
16,981,"Jul 30 2008 	Nice budget hotel	When searching for a hotel in London for the planned visit I was scared by the terrible reviews I've found about budget hotels.I've came across Mitre House and this was the most well reviewed and still within my budget. Better than some more expensive ones.So I was a little apprehensive when I checked in. But my apprehension disappeared as soon I've seen the room. Although not very big, was very clean and pleasant.The beds were comfortable. The bathroom, although small and not the most modern, was clean and fully functional. No smells.It was a quad room. 2 single and 1 double beds. It had an LCD TV, phone and radio. It was on the ground floor, next to the bar, but it had double doors, so I was not disturbed by any noise.The staff was gentle, specially the people assisting the breakfast. I've found the reception staff very neutral, but correct.The breakfast (included) had limited choice, but it had all what is needed for those who prefer English or continental. As said before, the staff here was very nice. Perfect.The hotel is perfectly located. Within a walking distance from Paddington Railway and Subway Stations.I can say that the stay in this hotel helped make my visit to London a good experience."
17,981,"Jun 3 2008 	Friendly clean good located but a litle outdated room	The hotel room was a litle bit outdated, was living at the first flor, at room 108, small room, but clean, toilet and shower in room . the room are and located beheind the lift, but that was not a problem, no noice from the lift. The room was clean, the staff was Friendly, and breakfast was good, and was served at your table, very fast. Hotel is located in a short walk from Paddington Tupe station (5 min.) bus 15 and 23 from Picadelly was also uppersite the station. Bus 23 are also going to Portebello Road. With the tube from hotel to Heathrow only 55 min. some eating places in a very short walk from the hotel. I think there was about 20 places in 5 min. walk. Price DKK. 845,- = 81. incl. breakfast Would definately returnKim"
18,981,"Apr 18 2008	Friendly clean 	The hotel may be somewhat dated but it is clean, the staff are very helpful and friendly and the location is ideal for tube, train, bus and of course Hyde Park for that evening stroll and 'wind down' before dinner at the varied choice of 'eateries' on the door step. Travelling with my family and handicapped son, the hotel's lift was a neccessity although the four steps at the front are a problem without help. Otherwise our family suite (consisting a double &amp; twin roon plus en-suite facilities), whilst not hugely spacious (who spends much time in their room in a London hotel anyway) was very clean, tidy and comfortable as well as reasonably priced for London W2. 20 mins from the City and 30 mins from Heathrow with buses to SE London and the much of Greater London; all within 3 mins walk. All of the above make The Mitre House Hotel an ideal choice for business or leisure without blowing the family bugdet or raising the bosses eyebrows over the expense account. Would definately return."
19,981,"Feb 29 2008 	Convenient and very clean	First of all I must stress that we got an online deal making it 65 a night, so the review is based on that rather than the hotels own rate which I wouldnt personally be happy paying. For that price we got free parking (dont underestimate how valuable that is in central london) a very very clean room, infact they even came in and changed the sheets for the second night of our stay and shower room/w.c attached. The hotel is very close to Lancaster gate tube and Hyde Park and set back off road slightly so traffic noise wasnt a problem for us. That said the cooked breakfast was fairly inedible, though the staff serving couldnt have been more helpful. Also i think it's fair to mention that the decor is dated and the hotels website is somewhat misleading in its presentation of the rooms, the photos on this site are much more representative. Finally do be aware the walls are really thin and if you are unlucky enough to be next to noisey guests this could be a real problem. Overall for 65 per night worth it for parking and location."
20,981,"Jan 22 2008	Suited my needs perfectly	I was very pleased by this hotel, which is a 3 minute walk from the Paddington tube station and Heathrow Express. My single room was small but very clean, and although the bed was not too comfortable, it is comparable to what one would find in a budget hotel anywhere. The staff was friendly and helpful. Breakfast at the hotel was very good, and set me up for a full day of sightseeing. The location is perfect, since the tube will get you anywhere in London in a matter of minutes. Buses are also available by the tube stop. I would recommend the hotel to anyone who is looking for an inexpensive place to stay, and who will not be spending a lot of time in the hotel."
21,981,"Jan 2 2008 	Nice place	We stayed at the Mitre House Hotel for 6 nights and were very happy with it. Our twin room was small but very clean and warm. The staff was very friendly. Breakfast was also good. The hotel has an excellent location close to both Paddington and Lancaster Gate underground stations which made it easy to get around the city. The only bad thing to say about our stay were loud Spanish people staying in the room next to ours. :-)After reading some of the reviews of this hotel here, we don't really understand what people are complaining about. For the price we paid we thought this was a good hotel."
22,981,"Dec 31 2007 	Small room but good location	We got a room at the Mitre House for the first week of Dec. 2007 while touring London. It was a good location ... only 2 blocks from Paddington Station (which is a 15-minute ride to Heathrow via the Heathrow Express) and also close to the Lancaster Gate tube station. A short walk to Hyde Park. The room was very small by American standards but probably typical for a budget hotel in London. Decor was quite dated and a little dreary and the window rattled in the wind but the bathroom was adequate and the room was kept very clean. Bed not real comfy but OK. Satellite TV with a few channels (not much to watch on British TV anyway!). The rack rate listed in the lobby was 90 pounds (about $180 at the time) ... we got it for about $160 including tax through Orbitz. The breakfast was great! - juice, egg, bacon, sausage, toast, coffee and very delicious porridge if you ask for it, all served by the friendly girls who work at the hotel. This same breakfast was advertised for 5 pounds ($10) at local cafes, so figure that in your cost. Not a bad place overall but don't go here if you're looking for glamour, a big poufy bed and a fabulous view. Go for the breakfast and convenient location."
23,981,Nov 30 2007 	Good	I spent two nights at this hotel. The room and the bathroom were clean and large enough. The location (Tube station: Paddington) excellent for going everywhere and the area is quit and nice.
24,981,"Nov 10 2007	Good value	I stayed in the hotel for 3 nights with my 1 year old daughter in a single room, and was very pleased indeed. The staff were welcoming, and helpful. The girls in the breakfastroom were cheerful, and the service was fast, they quickly got a highchair for my baby, and the food was on the table in no-time. Receptionstaff very helpful and cheerful also! The room was tiny,but it worked out just fine. I have no negative comments at all! Very clean and met all my expectations to that rate. Will definitely be back!"
